customer_id,full_name,age,gender,email,phone_number,country,zip_code,signup_date,last_purchase_date,product_category,purchase_amount,annual_salary,satisfaction_rating,is_subscribed,notes,loyalty_points
1311,,41.0,f,michelle@company.com,519.966.3658,USA,06506,"August 22, 2018",2019-09-26,electronics,437.71,51964.3,1.0,No,,N/A
1368,  James Novak  ,52.0,m,james.novak at yahoo.com,6112849718,UK,46232,24/02/2019,2021/09/14,,239.34,"$43,725.51",2.0,yes,,-
1023,  Susan Vargas  ,21.0,Female,susan.vargas@gmail.com,+1-016-272-0465,South Africa,,"March 26, 2021",08-14-2020,Clothing,274.56,"$26,505.04",3.0,0,NULL,200.5
1271,charles morales,62.0,M,charles.morales@company.com,unknown,france,77906,12-21-2019,2024/04/21,Clothing,98.86 USD,97443.12,4.0,true,,N/A
1299,Mr. Kevin Carr,38.0,f,mr..kevin.carr@gmail.com,(730) 806-9581,Uk,35608,"January 11, 2024","March 12, 2019",Toys,277.68,58981.19,4.0,yes,EXPLAIN COURT GAS DISCUSSION.,200.5
1373,john moore,24.0,f,john.moore@gmail.com,4376545628,germany,358,10-07-2020,"February 22, 2020",clothing ,74.51,45579.23,3.0,Y,ACCEPT THIRD REMEMBER BOOK EXPECT CARD.,150
1005,melanie wilson,89.0,Female,melanie.wilson@company.com,unknown,germany,70882,2020-07-09,2020-06-21,Electronics,40.07,"$50,317.26",5.0,0,WILL SEVEN MEDICAL BLOOD PERSONAL.,
1116,  Brian Porter MD  ,38.0,Male,,(805) 526-9658,Deutschland,90015,2018-01-12,17/07/2023,electronics,323.95,"$92,723.72",1.0,Y,,
1045,,21.0,Male,STACY@YAHOO.COM,713.900.5329,england,27397,11-05-2024,09-06-2020,Clothing,473.83,40603.12,2.0,no,,200.5
1185,,6.0,F,craig@hotmail.com,5942843479,south africa,45471,02-07-2019,"September 17, 2020",Toys,94.06,"$37,209.71",,No,CONFERENCE CAPITAL OFFICE DIRECTION BETWEEN ESTABLISH DOG.,100
1016,Raymond Bell,75.0,M,raymond.bell@company.com,+1-868-501-4294,Germany,05515,2024/02/15,2023-06-13,ELECTRONICS,460.17,34743.38,1.0,,See attached file!!!,150
1477,Andrew Dominguez,61.0,M,andrew.dominguez@hotmail.com,+1-440-907-9772,S. Africa,62556,19 Jul 2022,11-07-2019,electronics,45.74,20932.35,2.0,Yes,Space although ahead thus check save that.,
1367,Cheryl Watson,43.0,Male,cheryl.watson at company.com,892-625-6609,United States,32941,08/02/2020,2018/09/08,books,175.75 USD,63258.63,4.0,0,NULL,150
1003,,7.0,F,angela@yahoo.com,,S. Africa,90234,2023/04/02,"April 15, 2019",Home & Garden,220.21,85460.6,2.0,1,N/A,N/A
1234,Lori Mitchell,21.0,Female,lori.mitchell@gmail.com,unknown,Deutschland,11315,31 Aug 2022,03-16-2018,books,,0,-1.0,No,   ,200.5
1384,John Blair,64.0,Female,john.blair@yahoo.com,,,85378,30 Jan 2025,12-10-2023,Books,,51801.23,4.0,true,Again clear concern hour part.,150
1060,,88.0,m,cassandra@yahoo.com,4075818141,South Africa,21513,06-26-2023,01-25-2021,home and garden,477.53,61625.27,4.0,,NULL,N/A
1110,BETH CLINE,85.0,f,beth.cline@hotmail.com,,Uk,33226,02-08-2021,11/02/2020,,-163.19,46587.09,4.0,true,Represent stock seven put.,N/A
1409,,61.0,,ashley at hotmail.com,0275233438,United Kingdom,32646,2024/11/16,12 Aug 2019,Clothing,83.92,58666.84,3.0,yes,See attached file!!!,-
1420,,-5.0,f,teresa@gmail.com,,S. Africa,08400,2024/05/15,18 Dec 2024,Toys,301.86,92523.42,2.0,false,Actually democratic stand could bit.,100
1029,veronica wall,56.0,F,veronica.wall@gmail.com,435-240-8240,south africa,07647,04-16-2021,"May 07, 2024",home and garden,124.21,49166.13,1.0,false,NULL,N/A
1274,justin dalton,51.0,m,,+1-427-624-6719,United States,889,2022/09/08,12-24-2019,books,228.08,,2.0,Y,See attached file!!!,N/A
1302,,66.0,Non-binary,michele at yahoo.com,180.812.1352,South Africa,95967,"April 25, 2022",2019-11-26,electronics,63.58,47293.73,5.0,N,,150
1026,  Christian Thompson  ,90.0,,christian.thompson@yahoo.com,,Germany,688,10 Apr 2019,2021/04/10,Books,277.88,31980.13,3.0,true,,200.5
1007,carmen rose,62.0,Female,CARMEN.ROSE@GMAIL.COM,+1-963-834-6578,South Africa,59678,"March 26, 2024",2018/08/28,Electronics,253.91,"$70,348.69",5.0,No,   ,
1181,ANDREA DAVIS,19.0,,andrea.davis at yahoo.com,+1-489-554-3937,Germany,53448,2023/02/05,N/A,Books,122.19,71441.2,5.0,false,,-
1143,,29.0,Male,,+1-903-494-4665,france,,23 Nov 2021,0000-00-00,Toys,292.6,23986.73,4.0,0,,100
1108,,9.0,m,andrea@company.com,191-485-8078,UK,29145,2020-04-02,03-26-2020,electronics,124.76,50308.26,3.0,yes,NULL,200.5
1037,JOHN COOK,13.0,f,john.cook@gmail.com,867-533-9636,Germany,06221,"September 29, 2022",2019/03/01,electronics,280.35,15806.6,5.0,0,Seat relate specific history professional star.,-
1157,  Bryan Jimenez  ,73.0,Other,bryan.jimenez@hotmail.com,016-608-8019,USA,81643,2024-09-06,15/05/2021,clothing ,258.08,58692.68,3.0,N,   ,100
1481,  Melissa Jackson  ,42.0,Non-binary,melissa.jackson at yahoo.com,+1-962-893-6543,U.S.,45351,,29/07/2019,Clothing,211.85,54346.11,1.0,No,MILITARY PIECE LITTLE LEVEL.,-
1118,,73.0,,sandy@company.com,179.904.2102,United States of America,92447,2023-06-23,2021-07-11,,115.87,60151.01,4.0,,   ,
1114,edwin reyes,65.0,m,edwin.reyes@gmail.com,unknown,France,99218,07-03-2019,,Clothing,69.95,51774.29,1.0,true,NULL,100
1266,THOMAS GARCIA,67.0,F,thomas.garcia@hotmail.com,,S. Africa,20758,0000-00-00,2018-04-25,Clothing,52.82,"$41,933.42",3.0,N,   ,
1175,  Amy Scott  ,6.0,F,amy.scott at hotmail.com,(286) 990-4137,south africa,79999,03-19-2021,21/01/2021,books,107.26,35506.37,2.0,yes,N/A,150
1421,,,Other,daniel@gmail.com,2356798363,UK,09497,2019-11-17,13 Oct 2021,Books,336.01 USD,"$74,008.48",4.0,no,See attached file!!!,150
1349,thomas bowen,60.0,Female,thomas.bowen@gmail.com,(875) 066-3370,france,47872,,01-28-2021,,,66903.14,2.0,false,WEIGHT SUCCESS ACTIVITY SIDE POPULAR TRUE HUGE ONLY.,
1144,  Frederick Hill  ,55.0,Female,frederick.hill@hotmail.com,unknown,United States of America,86499,2020-07-25,10/04/2022,Electronics,252.3,56371.26,3.0,Y,Could military drive arm tax.,200.5
1380,ALISON GREENE,55.0,Other,alison.greene@gmail.com,unknown,Uk,91819,"November 22, 2024",2018-06-13,,129.9,61218.15,3.0,true,Face what article win.,200.5
1391,Joe Conley,63.0,Male,joe.conley@company.com,,U.S.,72787,20/06/2021,"May 05, 2019",Toys,420.79,65386.93,1.0,true,N/A,200.5
1211,julie banks,52.0,F,julie.banks@company.com,unknown,,24615,06-28-2022,2023/06/08,clothing ,-119.26,37322.85,1.0,yes,See attached file!!!,
1000,BRYAN HOLMES,17.0,m,bryan.holmes@yahoo.com,7580304687,germany,41951,24 Jul 2023,10/12/2019,home and garden,397.61,41141.81,4.0,true,NULL,200.5
1494,Christopher Richards,18.0,M,christopher.richards@company.com,959.660.4873,United States of America,49690,2022/02/27,N/A,,58.02,44394.85,5.0,0,,N/A
1254,melissa salazar,89.0,,melissa.salazar@hotmail.com,9319508501,Germany,50695,06 Mar 2019,"January 16, 2018",Clothing,385.33,67678.38,1.0,N,Let American hand possible relate night.,100
1141,,32.0,f,lori@company.com,+1-821-486-2890,usa,23273,"April 17, 2022",0000-00-00,clothing ,51.04,-1000,3.0,no,NULL,200.5
1376,,87.0,Non-binary,dakota@yahoo.com,+1-892-392-3126,Germany,05529,23 Jun 2024,2021/05/16,,69.3,26038.31,3.0,false,See attached file!!!,-
1067,reginald padilla,45.0,Male,reginald.padilla at gmail.com,394-731-2172,england,94003,,"September 14, 2024",home and garden,272.18,82124.8,5.0,N,,200.5
1408,beth wilson,26.0,f,beth.wilson@yahoo.com,,france,76120,"August 01, 2020","February 15, 2019",ELECTRONICS,477.79,,4.0,Y,See attached file!!!,150
1168,JANE SHORT,82.0,f,jane.short@company.com,(072) 832-6842,S. Africa,39567,29/06/2018,07/09/2019,home and garden,366.43,60861.45,1.0,0,NULL,150
1340,  Michael Marshall  ,75.0,f,MICHAEL.MARSHALL AT COMPANY.COM,(711) 837-2742,usa,22860,"August 08, 2023",2020-08-27,home and garden,-35.65,71270.19,1.0,yes,,100
1433,Mr. Brian Smith,24.0,,mr..brian.smith@company.com,918-133-1708,RSA,586,2019/07/07,"March 18, 2020",electronics,491.87,79756.33,3.0,no,NULL,100
1228,MICHAEL REYNOLDS,23.0,Female,michael.reynolds at company.com,+1-695-832-1971,South Africa,78117,2019-09-24,"June 24, 2021",Home & Garden,247.36,74080.04,3.0,0,,N/A
1193,adrian robinson,6.0,M,adrian.robinson@hotmail.com,+1-647-570-5120,USA,35432,2018/08/03,2019-04-21,Home & Garden,374.81,49706.86,4.0,no,See attached file!!!,100
1081,,1.0,Female,ronald@gmail.com,5161227530,south africa,34682,04-12-2019,2021/07/07,Home & Garden,310.59,49019.85,,yes,,100
1109,MELISSA CALLAHAN,50.0,M,melissa.callahan@yahoo.com,9629233095,Germany,70268,06 Feb 2018,04/02/2018,Toys,448.26,26692.59,5.0,true,N/A,
1428,kelly roberts,,M,kelly.roberts@company.com,824.741.4070,USA,28986,2018-10-30,05-01-2022,Clothing,308.24,78588.8,5.0,N,   ,N/A
1145,Lauren Cooley,21.0,M,lauren.cooley@hotmail.com,3538758428,Uk,24242,0000-00-00,05-12-2019,,271.53,33753.93,4.0,No,See attached file!!!,200.5
1092,roberto levy,14.0,F,roberto.levy at gmail.com,+1-772-522-8728,RSA,84624,07/09/2019,14/09/2022,clothing ,287.91,,5.0,Yes,See attached file!!!,100
1152,PENNY JONES,36.0,F,PENNY.JONES AT YAHOO.COM,+1-143-744-7012,United States of America,05671,02/01/2019,2025-01-04,electronics,120.17,30382.71,2.0,Yes,See attached file!!!,200.5
1479,paul massey,150.0,Male,paul.massey@gmail.com,+1-044-851-5791,south africa,74712,21 Apr 2023,01 Jul 2022,clothing ,109.22,,,No,,200.5
1000,  Bruce Moreno  ,57.0,M,bruce.moreno@gmail.com,(195) 883-7340,U.S.,25892,01-04-2025,2022-01-26,Clothing,,68591.95,11.0,0,CIVIL TWO APPROACH HAIR.,-
1083,Laura Hernandez,54.0,,laura.hernandez@gmail.com,587-139-7187,Uk,07793,28/03/2021,2023/07/22,books,-186.6,15248.62,1.0,,   ,100
1103,,21.0,M,marie@yahoo.com,254.573.8757,france,13296,02-27-2021,N/A,electronics,332.7,,3.0,No,POSSIBLE QUALITY CLEARLY WORKER DURING COMPANY.,N/A
1165,kerry barajas,14.0,Male,kerry.barajas@hotmail.com,(015) 739-9305,United States,50488,07/05/2023,12/03/2022,Clothing,207.25,61928.96,2.0,no,N/A,-
1163,EMILY ARNOLD,68.0,m,EMILY.ARNOLD@COMPANY.COM,0439735989,South Africa,26252,08-16-2023,2018/05/01,home and garden,48.46,60939.69,2.0,0,,-
1199,Daniel Stone,37.0,F,daniel.stone@hotmail.com,(138) 633-8392,France,73694,04-03-2018,04-26-2023,Clothing,436.54,50530.74,3.0,false,SOCIETY NEARLY MEASURE PRICE.,N/A
1245,eric leon,3.0,m,eric.leon@gmail.com,7929111799,,29411,"December 10, 2018",23/01/2024,books,5.5,56285.6,,false,NULL,-
1074,BRENDA VELAZQUEZ,76.0,Male,brenda.velazquez@company.com,unknown,S. Africa,42251,01-24-2024,2018/11/18,Clothing,173.59,62227.91,,Y,STOCK MOTHER REMEMBER FEEL STAFF HAPPY PURPOSE.,150
1316,ANDREA DAVIS,79.0,Non-binary,andrea.davis@gmail.com,128.463.9855,South Africa,83753,17/05/2020,2023-04-08,Toys,371.87 USD,50837.55,3.0,Y,See attached file!!!,200.5
1229,Rhonda Sherman,12.0,M,rhonda.sherman@company.com,+1-278-469-9733,France,89828,2023-11-20,05-11-2023,Clothing,151.26 USD,-1000,5.0,true,See attached file!!!,
1484,,37.0,F,alexandria@company.com,(922) 501-4257,United States,52404,11-23-2018,"June 16, 2019",clothing ,453.45,28910.61,5.0,1,N/A,
1119,Alyssa Roman,87.0,Non-binary,alyssa.roman at gmail.com,+1-481-491-7785,Deutschland,07767,03 Nov 2018,08/09/2023,electronics,401.62,"$53,511.08",1.0,No,See attached file!!!,150
1386,michael harris,64.0,,michael.harris@company.com,797-245-7230,france,71742,"March 16, 2023",09 Sep 2022,ELECTRONICS,254.16 USD,34949.41,,0,   ,200.5
1442,,32.0,,stacey@gmail.com,(401) 078-3567,south africa,402,04 Jul 2023,2020-12-25,clothing ,185.07,"$57,405.91",5.0,false,,150
1261,,,M,alexander@yahoo.com,unknown,,45710,11/04/2022,2023-04-29,clothing ,-56.64,65099.75,1.0,true,NULL,
1364,michael long,72.0,m,michael.long@yahoo.com,8871898131,france,24181,N/A,08 Aug 2020,Home & Garden,316.81 USD,52058.85,5.0,no,N/A,-
1411,Wendy Webb,89.0,,WENDY.WEBB@YAHOO.COM,unknown,RSA,80979,"July 19, 2023","February 21, 2021",Home & Garden,418.97,38834.03,4.0,no,See attached file!!!,150
1335,Alexander Floyd,,Other,,225-999-9663,United States of America,51702,23/05/2021,05-05-2024,Toys,,50956.15,1.0,No,Move could board notice.,200.5
1262,kevin miller,85.0,Other,,,France,,31 Aug 2021,10 Sep 2022,Clothing,106.81,72315.1,5.0,no,SERIES BECAUSE IMPORTANT TRIAL INCREASE NEW REPORT SENSE.,-
1480,DANIELLE HOOD,17.0,Male,danielle.hood@hotmail.com,324.064.2429,Deutschland,41859,"May 18, 2019","May 24, 2021",ELECTRONICS,175.82 USD,62681.31,4.0,false,See attached file!!!,100
1418,COURTNEY MILLER,63.0,Non-binary,courtney.miller@yahoo.com,unknown,South Africa,95411,2024/05/23,07-31-2024,Home & Garden,388.44 USD,0,2.0,no,,
1394,angela schwartz,62.0,Other,angela.schwartz@hotmail.com,756.620.5634,france,14709,07 Jan 2025,01-27-2018,ELECTRONICS,218.85,63034.23,2.0,no,N/A,N/A
1280,  Taylor Harris  ,38.0,Female,taylor.harris@company.com,420.448.2070,USA,07752,2021/06/19,08 Jun 2024,home and garden,406.05,36461.39,1.0,yes,PUBLIC THOUGH HOWEVER STYLE SUCCESSFUL DOOR.,150
1036,  Connor Greene  ,75.0,Other,connor.greene@company.com,unknown,Germany,983,"April 14, 2019",30 May 2020,Books,366.16,59177.27,4.0,No,N/A,150
1196,Heather Taylor,90.0,F,heather.taylor at yahoo.com,+1-077-848-7392,United Kingdom,71754,26/04/2021,02/06/2021,Electronics,234.56,37856.85,1.0,,N/A,-
1139,  Luke Becker  ,5.0,Non-binary,luke.becker@company.com,unknown,USA,53155,N/A,10-24-2023,Clothing,338.64,"$43,674.05",4.0,N,See attached file!!!,100
1375,Jasmine Rodriguez,76.0,f,jasmine.rodriguez@company.com,102-258-0305,RSA,56818,02/02/2018,15/02/2019,ELECTRONICS,222.31,59641.0,2.0,Y,,150
1493,  Christine Wolfe  ,33.0,M,christine.wolfe at yahoo.com,,germany,88710,14 Apr 2020,27 Dec 2019,electronics,177.18,65080.93,4.0,Y,,-
1291,samantha elliott,83.0,Other,samantha.elliott@gmail.com,939-089-2613,RSA,,03-01-2023,02 Feb 2020,electronics,449.76,,3.0,no,STUDENT CHILD BALL STORE.,
1020,colleen brock,34.0,f,colleen.brock@hotmail.com,(870) 831-7278,Germany,73760,"September 11, 2020",2018-03-12,Toys,239.26,84312.98,3.0,Y,NULL,200.5
1059,DUSTIN GOODMAN,22.0,Other,dustin.goodman@company.com,,usa,59342,12-12-2022,2023/08/18,Electronics,261.75,48815.75,4.0,1,,-
1472,  Kimberly Rivera  ,60.0,,kimberly.rivera@yahoo.com,,United States of America,08510,02-19-2019,2022-11-11,Books,,69350.85,,N,   ,N/A
1111,,74.0,Female,natalie@yahoo.com,775.901.7518,RSA,52630,"November 28, 2019","June 09, 2019",ELECTRONICS,450.3,48145.71,3.0,N,NULL,-
1089,MISTY HANSEN,85.0,m,misty.hansen@yahoo.com,,england,63336,07/04/2019,02-19-2018,,275.45,"$38,830.13",1.0,Y,   ,150
1417,,69.0,f,shawn@yahoo.com,unknown,england,84530,2024-06-10,,Books,33.49,58007.88,,Y,NULL,200.5
1006,katie gonzalez,53.0,Female,katie.gonzalez@company.com,528-809-5701,usa,480,2021-10-21,25/09/2022,Books,428.7 USD,86584.26,,No,   ,200.5
1371,  Michele Brady  ,8.0,M,michele.brady@company.com,+1-389-097-2832,france,10347,,"September 20, 2019",home and garden,64.12,59899.33,2.0,,Style message weight institution here health.,-
1354,Allison Martinez,86.0,Male,allison.martinez@hotmail.com,unknown,United States of America,70051,0000-00-00,10 May 2019,electronics,21.87,"$30,716.23",4.0,true,,-
1346,  Catherine Soto  ,32.0,m,catherine.soto@company.com,1713023212,france,78178,02/01/2022,03-08-2024,Home & Garden,254.21 USD,61483.33,3.0,No,   ,-
1158,lindsay moran,39.0,F,lindsay.moran@yahoo.com,(571) 130-5548,Deutschland,68918,2024-06-18,18 Jun 2024,Home & Garden,219.98,60197.66,1.0,,See attached file!!!,-
1150,  Linda Williams  ,,M,linda.williams@gmail.com,100.167.6184,germany,62681,2020-08-11,30 Jun 2021,Home & Garden,376.53,48558.77,3.0,true,Day rate act inside.,N/A
1392,  Kirk Moore  ,35.0,Other,KIRK.MOORE@GMAIL.COM,(252) 131-0962,england,24411,"January 19, 2020",,,142.35,85654.78,3.0,Yes,   ,
1038,,89.0,m,,8702621745,south africa,82192,14/01/2020,2025-02-06,Books,188.18,"$28,436.28",,yes,Power system system teacher here first.,N/A
1322,  Sylvia Gonzalez  ,78.0,Non-binary,sylvia.gonzalez@hotmail.com,,UK,43653,09-26-2023,12-13-2023,home and garden,182.08 USD,72992.0,1.0,Yes,,150
1198,  Sara Barrett  ,15.0,,sara.barrett@yahoo.com,8994053910,France,27860,2021-02-09,2023-11-28,clothing ,187.23,64649.45,4.0,No,N/A,100
1449,Mark Hawkins,73.0,Male,mark.hawkins@hotmail.com,6091498517,U.S.,24068,04-02-2018,12 Dec 2020,Clothing,320.17,61646.28,1.0,No,   ,150
1146,,81.0,Male,olivia@hotmail.com,549-471-7099,U.S.,81851,07-23-2020,06-08-2022,,227.89,64471.85,1.0,no,,
1404,Harold Daniels,34.0,f,,,United States,69073,"May 21, 2018",2022/03/25,Home & Garden,50.6,74185.42,5.0,false,,-
1147,Judith Stewart,9.0,,judith.stewart@gmail.com,217-525-0074,Uk,27945,"December 12, 2018",09 Mar 2021,Electronics,,36611.52,4.0,1,NULL,150
1314,PAUL CRUZ JR.,75.0,Male,paul.cruz.jr. at hotmail.com,+1-057-861-7063,south africa,02941,N/A,20/01/2023,Electronics,489.62,60619.84,2.0,,Never only big several prepare.,N/A
1489,  Darlene Rogers  ,34.0,f,darlene.rogers@gmail.com,(408) 424-5607,USA,43051,2024/03/03,"June 22, 2024",electronics,377.39 USD,33815.73,3.0,Yes,,-
1123,BRENDAN ANDERSON,72.0,,brendan.anderson@company.com,+1-619-906-2344,United States,41789,14 Apr 2018,10-22-2019,clothing ,272.88,104264.84,2.0,,See attached file!!!,-
1402,paul martin,16.0,,paul.martin@hotmail.com,567-782-6596,France,01802,0000-00-00,17 Sep 2022,clothing ,219.9,"$64,959.97",4.0,false,Situation others back property pattern food worry.,200.5
1096,CHARLES HOOVER,58.0,Other,charles.hoover at yahoo.com,614-293-9685,United States,508,29/06/2020,2018/12/11,electronics,324.76,65265.35,4.0,Yes,,
1143,,29.0,Male,,+1-903-494-4665,france,,23 Nov 2021,0000-00-00,Toys,292.6,23986.73,4.0,0,,150
1239,,7.0,F,ashlee@gmail.com,unknown,,24718,"January 15, 2025","March 11, 2021",home and garden,127.58,101293.17,,true,See attached file!!!,100
1406,james gonzalez,48.0,Male,james.gonzalez@gmail.com,(715) 766-0538,UK,,2025-02-12,2018/02/17,,496.39,39653.05,5.0,N,,N/A
1097,,51.0,,,(477) 358-6629,RSA,87096,02-06-2020,2024/12/11,books,48.42,56941.55,5.0,Yes,See attached file!!!,N/A
1360,,62.0,m,brian@gmail.com,+1-523-302-7642,germany,03327,2022-10-07,"November 24, 2021",Books,345.17 USD,37054.91,4.0,Yes,,100
1122,,17.0,F,heather@hotmail.com,050.641.3836,england,64992,11-05-2021,09-30-2023,books,104.44,56204.6,2.0,1,,
1183,,81.0,,patricia@gmail.com,423-733-3433,South Africa,27078,2019/06/04,11-27-2024,,297.93,50092.24,4.0,yes,Student green single build bad.,100
1202,  Michele Weiss  ,,Female,michele.weiss@gmail.com,unknown,england,13000,,15 Jan 2024,home and garden,162.29,53543.42,4.0,N,See attached file!!!,
1246,,88.0,Non-binary,david@yahoo.com,,france,19013,2021-05-16,03-29-2024,Home & Garden,472.98,33445.1,3.0,N,   ,N/A
1482,,19.0,f,rachel@hotmail.com,unknown,United Kingdom,42754,11 Jun 2018,N/A,,396.96,13651.16,2.0,N,   ,-
1305,  Lori Montgomery  ,18.0,m,lori.montgomery@company.com,,United States of America,58453,10 Aug 2019,"August 10, 2018",,19.94,5000000,4.0,yes,,
1361,  Lauren Trujillo  ,53.0,Non-binary,lauren.trujillo@company.com,472.927.7423,england,29092,07-06-2018,05/01/2024,,304.46 USD,56516.09,,N,,150
1307,,-1.0,Male,debra@gmail.com,174.907.5399,S. Africa,94171,2019-11-07,2019-03-21,Electronics,85.57,,2.0,1,   ,N/A
1407,kelly figueroa,63.0,Other,kelly.figueroa@gmail.com,552-963-8639,RSA,84968,2018/04/15,2019-04-01,clothing ,278.88,72446.41,5.0,no,,N/A
1290,zachary ho,85.0,Other,zachary.ho@gmail.com,unknown,england,05847,12/02/2022,02/04/2022,Clothing,426.13,57614.81,,,See attached file!!!,N/A
1125,Anna Garcia,,m,anna.garcia@yahoo.com,,germany,18823,2019-09-27,2025/01/05,books,393.1,"$61,030.95",4.0,1,See attached file!!!,100
1310,Dr. Charles Lawrence,41.0,Male,dr..charles.lawrence at yahoo.com,044-327-0185,UK,09356,03-03-2023,"December 16, 2022",Books,,15958.24,2.0,false,,150
1223,andrew harris,35.0,m,andrew.harris@company.com,1780782357,United Kingdom,96503,,08/12/2020,Toys,47.44,65300.95,4.0,true,NULL,
1440,MR. JOSHUA JOHNSON PHD,,,mr..joshua.johnson.phd@hotmail.com,unknown,Uk,38498,2023/06/16,17 Oct 2019,electronics,354.48,33647.59,4.0,Yes,NULL,150
1219,mrs. melissa peck,28.0,m,MRS..MELISSA.PECK@HOTMAIL.COM,469.548.9952,usa,81017,02 Oct 2022,08-17-2019,Toys,304.88,27446.61,2.0,Y,See attached file!!!,-
1129,,82.0,Male,WENDY@HOTMAIL.COM,(396) 522-3955,usa,,2024/06/03,"May 10, 2020",Toys,75.52,"$77,856.46",5.0,Yes,MY COMPARE ALSO ARGUE OWN AFTER LONG.,-
1432,,58.0,,valerie@yahoo.com,(159) 149-7501,UK,97556,2023/12/21,"February 25, 2021",ELECTRONICS,53.05 USD,52709.2,1.0,0,,N/A
1490,HALEY ELLIS,76.0,M,haley.ellis at company.com,938-970-1550,Uk,19735,17/04/2024,0000-00-00,Clothing,67.7,53746.42,5.0,Y,   ,N/A
1336,  Cristian Pruitt  ,84.0,F,cristian.pruitt@gmail.com,643-348-1705,usa,68465,"September 24, 2023","April 21, 2024",Toys,153.94,,2.0,No,N/A,200.5
1388,lindsey thompson,9.0,M,lindsey.thompson@company.com,859-262-4945,Germany,14122,2024-01-10,08 Apr 2018,home and garden,363.95 USD,49226.83,4.0,true,N/A,-
1297,Tracy Guzman,-1.0,Other,tracy.guzman@gmail.com,7499564122,USA,02319,"September 07, 2018",2023/12/21,home and garden,198.17,,5.0,Yes,POWER JOB PERSONAL SO.,150
1365,jenny landry,61.0,Other,jenny.landry at yahoo.com,034.084.8729,south africa,64784,05-30-2018,"January 03, 2021",Books,327.74,38490.06,1.0,No,See attached file!!!,N/A
1301,Heather Moore,,M,heather.moore@gmail.com,801.561.9318,United States,29873,2018-02-08,15/12/2018,ELECTRONICS,242.06,56396.04,,Yes,N/A,150
1294,  Michael Moore  ,32.0,Non-binary,michael.moore@gmail.com,unknown,United States of America,65423,,27/02/2020,Electronics,264.86,78263.28,,true,Picture modern fact join trade local chance.,-
1377,courtney simmons,85.0,Male,COURTNEY.SIMMONS@YAHOO.COM,(086) 041-4545,Germany,937,29/09/2020,10/05/2023,Clothing,335.88,"$26,850.72",2.0,true,,100
1348,,150.0,M,taylor@hotmail.com,2300857666,Uk,97781,17/08/2024,13 Nov 2022,electronics,476.47,56939.92,5.0,1,NULL,-
1112,,16.0,,,unknown,U.S.,21208,2020/03/07,2022-08-20,Home & Garden,286.85,38954.45,4.0,N,,100
1179,  Eric Cooper  ,85.0,M,eric.cooper@yahoo.com,621-372-1386,United States of America,44860,2023/01/30,"April 22, 2020",Toys,471.95,"$74,267.52",,1,See attached file!!!,
1452,  Lauren Cooper  ,12.0,m,lauren.cooper@hotmail.com,unknown,UK,28664,2021/11/07,2021/10/31,,409.05,0,5.0,1,Store allow risk high young bad.,
1347,scott olson,67.0,Female,scott.olson@yahoo.com,566-277-6896,england,20932,,05-19-2018,electronics,-428.01,52397.14,4.0,yes,See attached file!!!,N/A
1338,Michelle Evans,38.0,F,michelle.evans@company.com,926-329-6762,germany,92057,,N/A,clothing ,,76975.54,3.0,yes,RECENTLY REVEAL DESCRIBE MANAGEMENT.,
1497,judith sharp,12.0,m,judith.sharp at yahoo.com,327.352.4103,United States,76208,29/06/2023,0000-00-00,Home & Garden,377.9,34295.15,3.0,no,,N/A
1370,,84.0,f,shirley@hotmail.com,+1-290-148-7068,United Kingdom,96288,22 Feb 2020,13 Mar 2020,Home & Garden,187.59,"$59,873.74",4.0,true,Look middle your thousand.,N/A
1233,toni miller,68.0,M,toni.miller@hotmail.com,+1-894-905-8077,usa,67696,N/A,"March 25, 2021",Clothing,344.06,70179.38,4.0,true,,200.5
1460,,9.0,,christopher@gmail.com,241.513.1528,RSA,44454,11 Dec 2020,2022-06-05,Books,434.13,74431.42,2.0,no,NULL,200.5
1462,  Dennis James  ,63.0,f,dennis.james@gmail.com,9357824347,France,64755,20/08/2021,2021/10/04,Toys,385.32,82372.63,3.0,1,,200.5
1164,Timothy Williams,78.0,f,timothy.williams@yahoo.com,(590) 947-9851,United States of America,93258,16/11/2023,02/05/2024,electronics,-420.56,60009.86,3.0,false,NULL,200.5
1136,derrick brown,23.0,,derrick.brown@gmail.com,115-869-3806,Deutschland,68996,2024/10/07,2022/11/03,home and garden,402.14,66737.14,5.0,No,See attached file!!!,100
1197,Albert Vincent,43.0,Other,,9351863878,france,20703,"April 28, 2020",2018/08/13,electronics,235.35 USD,33582.15,5.0,no,,150
1258,  Caitlyn Nichols  ,11.0,Male,caitlyn.nichols@hotmail.com,+1-222-231-0592,France,58289,12 Oct 2022,07-22-2021,Toys,451.23,"$72,048.67",2.0,No,N/A,-
1232,  Jonathan Simon  ,19.0,,jonathan.simon@gmail.com,+1-846-895-0097,Deutschland,,2023/01/16,2022-05-24,home and garden,425.07,48694.62,4.0,1,LET BACK THREE BECAUSE LINE.,100
1115,,77.0,M,brittany at gmail.com,656-523-4138,france,79275,20/09/2019,"February 18, 2019",home and garden,56.93,"$63,081.02",2.0,Y,   ,N/A
1120,Amanda Pratt,,Other,,unknown,South Africa,94089,22/04/2024,11/08/2018,,330.3,16624.58,3.0,1,,150
