customer_id,full_name,age,gender,email,phone_number,country,zip_code,signup_date,last_purchase_date,product_category,purchase_amount,annual_salary,satisfaction_rating,is_subscribed,notes,loyalty_points,is_valid_email
1023,Susan Vargas,21,Female,susan.vargas@gmail.com,10162720465,South Africa,Not Provided,2021-03-26,2020-08-14,Clothing,274.56,26505.04,3.0,No,-,200.5,True
1271,Charles Morales,62,Male,charles.morales@company.com,Not Provided,France,77906,2019-12-21,2024-04-21,Clothing,98.86,97443.12,4.0,Yes,-,,True
1299,Mr. Kevin Carr,38,Female,mr..kevin.carr@gmail.com,7308069581,United Kingdom,35608,2024-01-11,2019-03-12,Toys,277.68,58981.19,4.0,Yes,Explain Court Gas Discussion.,200.5,True
1373,John Moore,24,Female,john.moore@gmail.com,4376545628,Germany,358,2020-10-07,2020-02-22,Clothing,74.51,45579.23,3.0,Yes,Accept Third Remember Book Expect Card.,150.0,True
1005,Melanie Wilson,89,Female,melanie.wilson@company.com,Not Provided,Germany,70882,2020-07-09,2020-06-21,Electronics,40.07,50317.26,5.0,No,Will Seven Medical Blood Personal.,,True
1116,Brian Porter Md,38,Male,Not Provided,8055269658,Germany,90015,2018-01-12,2023-07-17,Electronics,323.95,92723.72,1.0,Yes,-,,False
1045,Not Provided,21,Male,stacy@yahoo.com,7139005329,United Kingdom,27397,2024-11-05,2020-09-06,Clothing,473.83,40603.12,2.0,No,-,200.5,True
1185,Not Provided,6,Female,craig@hotmail.com,5942843479,South Africa,45471,2019-02-07,2020-09-17,Toys,94.06,37209.71,,No,Conference Capital Office Direction Between Establish Dog.,100.0,True
1016,Raymond Bell,75,Male,raymond.bell@company.com,18685014294,Germany,5515,2024-02-15,2023-06-13,Electronics,460.17,34743.38,1.0,Not Provided,See Attached File!!!,150.0,True
1477,Andrew Dominguez,61,Male,andrew.dominguez@hotmail.com,14409079772,South Africa,62556,2022-07-19,2019-11-07,Electronics,45.74,20932.35,2.0,Yes,Space Although Ahead Thus Check Save That.,,True
1367,Cheryl Watson,43,Male,cheryl.watson@company.com,8926256609,United States Of America,32941,2020-08-02,2018-09-08,Books,175.75,63258.63,4.0,No,-,150.0,True
1003,Not Provided,7,Female,angela@yahoo.com,Not Provided,South Africa,90234,2023-04-02,2019-04-15,Home & Garden,220.21,85460.6,2.0,Yes,-,,True
1234,Lori Mitchell,21,Female,lori.mitchell@gmail.com,Not Provided,Germany,11315,2022-08-31,2018-03-16,Books,,,,No,-,200.5,True
1384,John Blair,64,Female,john.blair@yahoo.com,Not Provided,Not Provided,85378,2025-01-30,2023-12-10,Books,,51801.23,4.0,Yes,Again Clear Concern Hour Part.,150.0,True
1060,Not Provided,88,Male,cassandra@yahoo.com,4075818141,South Africa,21513,2023-06-26,2021-01-25,Home And Garden,477.53,61625.27,4.0,Not Provided,-,,True
1110,Beth Cline,85,Female,beth.cline@hotmail.com,Not Provided,United Kingdom,33226,2021-02-08,2020-11-02,Not Provided,,46587.09,4.0,Yes,Represent Stock Seven Put.,,True
1409,Not Provided,61,Not Provided,ashley@hotmail.com,0275233438,United Kingdom,32646,2024-11-16,2019-08-12,Clothing,83.92,58666.84,3.0,Yes,See Attached File!!!,,True
1420,Not Provided,,Female,teresa@gmail.com,Not Provided,South Africa,8400,2024-05-15,2024-12-18,Toys,301.86,92523.42,2.0,No,Actually Democratic Stand Could Bit.,100.0,True
1029,Veronica Wall,56,Female,veronica.wall@gmail.com,4352408240,South Africa,7647,2021-04-16,2024-05-07,Home And Garden,124.21,49166.13,1.0,No,-,,True
1274,Justin Dalton,51,Male,Not Provided,14276246719,United States Of America,889,2022-09-08,2019-12-24,Books,228.08,,2.0,Yes,See Attached File!!!,,False
1302,Not Provided,66,Non-binary,michele@yahoo.com,1808121352,South Africa,95967,2022-04-25,2019-11-26,Electronics,63.58,47293.73,5.0,No,-,150.0,True
1026,Christian Thompson,90,Not Provided,christian.thompson@yahoo.com,Not Provided,Germany,688,2019-04-10,2021-04-10,Books,277.88,31980.13,3.0,Yes,-,200.5,True
1007,Carmen Rose,62,Female,carmen.rose@gmail.com,19638346578,South Africa,59678,2024-03-26,2018-08-28,Electronics,253.91,70348.69,5.0,No,-,,True
1181,Andrea Davis,19,Not Provided,andrea.davis@yahoo.com,14895543937,Germany,53448,2023-02-05,,Books,122.19,71441.2,5.0,No,-,,True
1143,Not Provided,29,Male,Not Provided,19034944665,France,Not Provided,2021-11-23,,Toys,292.6,23986.73,4.0,No,-,100.0,False
1108,Not Provided,9,Male,andrea@company.com,1914858078,United Kingdom,29145,2020-04-02,2020-03-26,Electronics,124.76,50308.26,3.0,Yes,-,200.5,True
1037,John Cook,13,Female,john.cook@gmail.com,8675339636,Germany,6221,2022-09-29,2019-03-01,Electronics,280.35,15806.6,5.0,No,Seat Relate Specific History Professional Star.,,True
1157,Bryan Jimenez,73,Other,bryan.jimenez@hotmail.com,0166088019,United States Of America,81643,2024-09-06,2021-05-15,Clothing,258.08,58692.68,3.0,No,-,100.0,True
1481,Melissa Jackson,42,Non-binary,melissa.jackson@yahoo.com,19628936543,United States Of America,45351,,2019-07-29,Clothing,211.85,54346.11,1.0,No,Military Piece Little Level.,,True
1118,Not Provided,73,Not Provided,sandy@company.com,1799042102,United States Of America,92447,2023-06-23,2021-07-11,Not Provided,115.87,60151.01,4.0,Not Provided,-,,True
1114,Edwin Reyes,65,Male,edwin.reyes@gmail.com,Not Provided,France,99218,2019-07-03,,Clothing,69.95,51774.29,1.0,Yes,-,100.0,True
1266,Thomas Garcia,67,Female,thomas.garcia@hotmail.com,Not Provided,South Africa,20758,,2018-04-25,Clothing,52.82,41933.42,3.0,No,-,,True
1175,Amy Scott,6,Female,amy.scott@hotmail.com,2869904137,South Africa,79999,2021-03-19,2021-01-21,Books,107.26,35506.37,2.0,Yes,-,150.0,True
1421,Not Provided,,Other,daniel@gmail.com,2356798363,United Kingdom,9497,2019-11-17,2021-10-13,Books,336.01,74008.48,4.0,No,See Attached File!!!,150.0,True
1349,Thomas Bowen,60,Female,thomas.bowen@gmail.com,8750663370,France,47872,,2021-01-28,Not Provided,,66903.14,2.0,No,Weight Success Activity Side Popular True Huge Only.,,True
1144,Frederick Hill,55,Female,frederick.hill@hotmail.com,Not Provided,United States Of America,86499,2020-07-25,2022-10-04,Electronics,252.3,56371.26,3.0,Yes,Could Military Drive Arm Tax.,200.5,True
1380,Alison Greene,55,Other,alison.greene@gmail.com,Not Provided,United Kingdom,91819,2024-11-22,2018-06-13,Not Provided,129.9,61218.15,3.0,Yes,Face What Article Win.,200.5,True
1391,Joe Conley,63,Male,joe.conley@company.com,Not Provided,United States Of America,72787,2021-06-20,2019-05-05,Toys,420.79,65386.93,1.0,Yes,-,200.5,True
1211,Julie Banks,52,Female,julie.banks@company.com,Not Provided,Not Provided,24615,2022-06-28,2023-06-08,Clothing,,37322.85,1.0,Yes,See Attached File!!!,,True
1000,Bryan Holmes,17,Male,bryan.holmes@yahoo.com,7580304687,Germany,41951,2023-07-24,2019-10-12,Home And Garden,397.61,41141.81,4.0,Yes,-,200.5,True
1494,Christopher Richards,18,Male,christopher.richards@company.com,9596604873,United States Of America,49690,2022-02-27,,Not Provided,58.02,44394.85,5.0,No,-,,True
1254,Melissa Salazar,89,Not Provided,melissa.salazar@hotmail.com,9319508501,Germany,50695,2019-03-06,2018-01-16,Clothing,385.33,67678.38,1.0,No,Let American Hand Possible Relate Night.,100.0,True
1141,Not Provided,32,Female,lori@company.com,18214862890,United States Of America,23273,2022-04-17,,Clothing,51.04,,3.0,No,-,200.5,True
1376,Not Provided,87,Non-binary,dakota@yahoo.com,18923923126,Germany,5529,2024-06-23,2021-05-16,Not Provided,69.3,26038.31,3.0,No,See Attached File!!!,,True
1067,Reginald Padilla,45,Male,reginald.padilla@gmail.com,3947312172,United Kingdom,94003,,2024-09-14,Home And Garden,272.18,82124.8,5.0,No,-,200.5,True
1408,Beth Wilson,26,Female,beth.wilson@yahoo.com,Not Provided,France,76120,2020-08-01,2019-02-15,Electronics,477.79,,4.0,Yes,See Attached File!!!,150.0,True
1168,Jane Short,82,Female,jane.short@company.com,0728326842,South Africa,39567,2018-06-29,2019-07-09,Home And Garden,366.43,60861.45,1.0,No,-,150.0,True
1340,Michael Marshall,75,Female,michael.marshall@company.com,7118372742,United States Of America,22860,2023-08-08,2020-08-27,Home And Garden,,71270.19,1.0,Yes,-,100.0,True
1433,Mr. Brian Smith,24,Not Provided,mr..brian.smith@company.com,9181331708,South Africa,586,2019-07-07,2020-03-18,Electronics,491.87,79756.33,3.0,No,-,100.0,True
1228,Michael Reynolds,23,Female,michael.reynolds@company.com,16958321971,South Africa,78117,2019-09-24,2021-06-24,Home & Garden,247.36,74080.04,3.0,No,-,,True
1193,Adrian Robinson,6,Male,adrian.robinson@hotmail.com,16475705120,United States Of America,35432,2018-08-03,2019-04-21,Home & Garden,374.81,49706.86,4.0,No,See Attached File!!!,100.0,True
1081,Not Provided,1,Female,ronald@gmail.com,5161227530,South Africa,34682,2019-04-12,2021-07-07,Home & Garden,310.59,49019.85,,Yes,-,100.0,True
1109,Melissa Callahan,50,Male,melissa.callahan@yahoo.com,9629233095,Germany,70268,2018-02-06,2018-04-02,Toys,448.26,26692.59,5.0,Yes,-,,True
1428,Kelly Roberts,,Male,kelly.roberts@company.com,8247414070,United States Of America,28986,2018-10-30,2022-05-01,Clothing,308.24,78588.8,5.0,No,-,,True
1145,Lauren Cooley,21,Male,lauren.cooley@hotmail.com,3538758428,United Kingdom,24242,,2019-05-12,Not Provided,271.53,33753.93,4.0,No,See Attached File!!!,200.5,True
1092,Roberto Levy,14,Female,roberto.levy@gmail.com,17725228728,South Africa,84624,2019-07-09,2022-09-14,Clothing,287.91,,5.0,Yes,See Attached File!!!,100.0,True
1152,Penny Jones,36,Female,penny.jones@yahoo.com,11437447012,United States Of America,5671,2019-02-01,2025-01-04,Electronics,120.17,30382.71,2.0,Yes,See Attached File!!!,200.5,True
1479,Paul Massey,,Male,paul.massey@gmail.com,10448515791,South Africa,74712,2023-04-21,2022-07-01,Clothing,109.22,,,No,-,200.5,True
1000,Bruce Moreno,57,Male,bruce.moreno@gmail.com,1958837340,United States Of America,25892,2025-01-04,2022-01-26,Clothing,,68591.95,,No,Civil Two Approach Hair.,,True
1083,Laura Hernandez,54,Not Provided,laura.hernandez@gmail.com,5871397187,United Kingdom,7793,2021-03-28,2023-07-22,Books,,15248.62,1.0,Not Provided,-,100.0,True
1103,Not Provided,21,Male,marie@yahoo.com,2545738757,France,13296,2021-02-27,,Electronics,332.7,,3.0,No,Possible Quality Clearly Worker During Company.,,True
1165,Kerry Barajas,14,Male,kerry.barajas@hotmail.com,0157399305,United States Of America,50488,2023-07-05,2022-12-03,Clothing,207.25,61928.96,2.0,No,-,,True
1163,Emily Arnold,68,Male,emily.arnold@company.com,0439735989,South Africa,26252,2023-08-16,2018-05-01,Home And Garden,48.46,60939.69,2.0,No,-,,True
1199,Daniel Stone,37,Female,daniel.stone@hotmail.com,1386338392,France,73694,2018-04-03,2023-04-26,Clothing,436.54,50530.74,3.0,No,Society Nearly Measure Price.,,True
1245,Eric Leon,3,Male,eric.leon@gmail.com,7929111799,Not Provided,29411,2018-12-10,2024-01-23,Books,5.5,56285.6,,No,-,,True
1074,Brenda Velazquez,76,Male,brenda.velazquez@company.com,Not Provided,South Africa,42251,2024-01-24,2018-11-18,Clothing,173.59,62227.91,,Yes,Stock Mother Remember Feel Staff Happy Purpose.,150.0,True
1316,Andrea Davis,79,Non-binary,andrea.davis@gmail.com,1284639855,South Africa,83753,2020-05-17,2023-04-08,Toys,371.87,50837.55,3.0,Yes,See Attached File!!!,200.5,True
1229,Rhonda Sherman,12,Male,rhonda.sherman@company.com,12784699733,France,89828,2023-11-20,2023-05-11,Clothing,151.26,,5.0,Yes,See Attached File!!!,,True
1484,Not Provided,37,Female,alexandria@company.com,9225014257,United States Of America,52404,2018-11-23,2019-06-16,Clothing,453.45,28910.61,5.0,Yes,-,,True
1119,Alyssa Roman,87,Non-binary,alyssa.roman@gmail.com,14814917785,Germany,7767,2018-11-03,2023-08-09,Electronics,401.62,53511.08,1.0,No,See Attached File!!!,150.0,True
1386,Michael Harris,64,Not Provided,michael.harris@company.com,7972457230,France,71742,2023-03-16,2022-09-09,Electronics,254.16,34949.41,,No,-,200.5,True
1442,Not Provided,32,Not Provided,stacey@gmail.com,4010783567,South Africa,402,2023-07-04,2020-12-25,Clothing,185.07,57405.91,5.0,No,-,150.0,True
1261,Not Provided,,Male,alexander@yahoo.com,Not Provided,Not Provided,45710,2022-11-04,2023-04-29,Clothing,,65099.75,1.0,Yes,-,,True
1364,Michael Long,72,Male,michael.long@yahoo.com,8871898131,France,24181,,2020-08-08,Home & Garden,316.81,52058.85,5.0,No,-,,True
1411,Wendy Webb,89,Not Provided,wendy.webb@yahoo.com,Not Provided,South Africa,80979,2023-07-19,2021-02-21,Home & Garden,418.97,38834.03,4.0,No,See Attached File!!!,150.0,True
1335,Alexander Floyd,,Other,Not Provided,2259999663,United States Of America,51702,2021-05-23,2024-05-05,Toys,,50956.15,1.0,No,Move Could Board Notice.,200.5,False
1262,Kevin Miller,85,Other,Not Provided,Not Provided,France,Not Provided,2021-08-31,2022-09-10,Clothing,106.81,72315.1,5.0,No,Series Because Important Trial Increase New Report Sense.,,False
1480,Danielle Hood,17,Male,danielle.hood@hotmail.com,3240642429,Germany,41859,2019-05-18,2021-05-24,Electronics,175.82,62681.31,4.0,No,See Attached File!!!,100.0,True
1418,Courtney Miller,63,Non-binary,courtney.miller@yahoo.com,Not Provided,South Africa,95411,2024-05-23,2024-07-31,Home & Garden,388.44,,2.0,No,-,,True
1394,Angela Schwartz,62,Other,angela.schwartz@hotmail.com,7566205634,France,14709,2025-01-07,2018-01-27,Electronics,218.85,63034.23,2.0,No,-,,True
1280,Taylor Harris,38,Female,taylor.harris@company.com,4204482070,United States Of America,7752,2021-06-19,2024-06-08,Home And Garden,406.05,36461.39,1.0,Yes,Public Though However Style Successful Door.,150.0,True
1036,Connor Greene,75,Other,connor.greene@company.com,Not Provided,Germany,983,2019-04-14,2020-05-30,Books,366.16,59177.27,4.0,No,-,150.0,True
1196,Heather Taylor,90,Female,heather.taylor@yahoo.com,10778487392,United Kingdom,71754,2021-04-26,2021-02-06,Electronics,234.56,37856.85,1.0,Not Provided,-,,True
1139,Luke Becker,5,Non-binary,luke.becker@company.com,Not Provided,United States Of America,53155,,2023-10-24,Clothing,338.64,43674.05,4.0,No,See Attached File!!!,100.0,True
1375,Jasmine Rodriguez,76,Female,jasmine.rodriguez@company.com,1022580305,South Africa,56818,2018-02-02,2019-02-15,Electronics,222.31,59641.0,2.0,Yes,-,150.0,True
1291,Samantha Elliott,83,Other,samantha.elliott@gmail.com,9390892613,South Africa,Not Provided,2023-03-01,2020-02-02,Electronics,449.76,,3.0,No,Student Child Ball Store.,,True
1020,Colleen Brock,34,Female,colleen.brock@hotmail.com,8708317278,Germany,73760,2020-09-11,2018-03-12,Toys,239.26,84312.98,3.0,Yes,-,200.5,True
1059,Dustin Goodman,22,Other,dustin.goodman@company.com,Not Provided,United States Of America,59342,2022-12-12,2023-08-18,Electronics,261.75,48815.75,4.0,Yes,-,,True
1472,Kimberly Rivera,60,Not Provided,kimberly.rivera@yahoo.com,Not Provided,United States Of America,8510,2019-02-19,2022-11-11,Books,,69350.85,,No,-,,True
1111,Not Provided,74,Female,natalie@yahoo.com,7759017518,South Africa,52630,2019-11-28,2019-06-09,Electronics,450.3,48145.71,3.0,No,-,,True
1089,Misty Hansen,85,Male,misty.hansen@yahoo.com,Not Provided,United Kingdom,63336,2019-07-04,2018-02-19,Not Provided,275.45,38830.13,1.0,Yes,-,150.0,True
1417,Not Provided,69,Female,shawn@yahoo.com,Not Provided,United Kingdom,84530,2024-06-10,,Books,33.49,58007.88,,Yes,-,200.5,True
1006,Katie Gonzalez,53,Female,katie.gonzalez@company.com,5288095701,United States Of America,480,2021-10-21,2022-09-25,Books,428.7,86584.26,,No,-,200.5,True
1371,Michele Brady,8,Male,michele.brady@company.com,13890972832,France,10347,,2019-09-20,Home And Garden,64.12,59899.33,2.0,Not Provided,Style Message Weight Institution Here Health.,,True
1354,Allison Martinez,86,Male,allison.martinez@hotmail.com,Not Provided,United States Of America,70051,,2019-05-10,Electronics,21.87,30716.23,4.0,Yes,-,,True
1346,Catherine Soto,32,Male,catherine.soto@company.com,1713023212,France,78178,2022-02-01,2024-03-08,Home & Garden,254.21,61483.33,3.0,No,-,,True
1158,Lindsay Moran,39,Female,lindsay.moran@yahoo.com,5711305548,Germany,68918,2024-06-18,2024-06-18,Home & Garden,219.98,60197.66,1.0,Not Provided,See Attached File!!!,,True
1150,Linda Williams,,Male,linda.williams@gmail.com,1001676184,Germany,62681,2020-08-11,2021-06-30,Home & Garden,376.53,48558.77,3.0,Yes,Day Rate Act Inside.,,True
1392,Kirk Moore,35,Other,kirk.moore@gmail.com,2521310962,United Kingdom,24411,2020-01-19,,Not Provided,142.35,85654.78,3.0,Yes,-,,True
1038,Not Provided,89,Male,Not Provided,8702621745,South Africa,82192,2020-01-14,2025-02-06,Books,188.18,28436.28,,Yes,Power System System Teacher Here First.,,False
1322,Sylvia Gonzalez,78,Non-binary,sylvia.gonzalez@hotmail.com,Not Provided,United Kingdom,43653,2023-09-26,2023-12-13,Home And Garden,182.08,72992.0,1.0,Yes,-,150.0,True
1198,Sara Barrett,15,Not Provided,sara.barrett@yahoo.com,8994053910,France,27860,2021-02-09,2023-11-28,Clothing,187.23,64649.45,4.0,No,-,100.0,True
1449,Mark Hawkins,73,Male,mark.hawkins@hotmail.com,6091498517,United States Of America,24068,2018-04-02,2020-12-12,Clothing,320.17,61646.28,1.0,No,-,150.0,True
1146,Not Provided,81,Male,olivia@hotmail.com,5494717099,United States Of America,81851,2020-07-23,2022-06-08,Not Provided,227.89,64471.85,1.0,No,-,,True
1404,Harold Daniels,34,Female,Not Provided,Not Provided,United States Of America,69073,2018-05-21,2022-03-25,Home & Garden,50.6,74185.42,5.0,No,-,,False
1147,Judith Stewart,9,Not Provided,judith.stewart@gmail.com,2175250074,United Kingdom,27945,2018-12-12,2021-03-09,Electronics,,36611.52,4.0,Yes,-,150.0,True
1314,Paul Cruz Jr.,75,Male,paul.cruz.jr.@hotmail.com,10578617063,South Africa,2941,,2023-01-20,Electronics,489.62,60619.84,2.0,Not Provided,Never Only Big Several Prepare.,,True
1489,Darlene Rogers,34,Female,darlene.rogers@gmail.com,4084245607,United States Of America,43051,2024-03-03,2024-06-22,Electronics,377.39,33815.73,3.0,Yes,-,,True
1123,Brendan Anderson,72,Not Provided,brendan.anderson@company.com,16199062344,United States Of America,41789,2018-04-14,2019-10-22,Clothing,272.88,104264.84,2.0,Not Provided,See Attached File!!!,,True
1402,Paul Martin,16,Not Provided,paul.martin@hotmail.com,5677826596,France,1802,,2022-09-17,Clothing,219.9,64959.97,4.0,No,Situation Others Back Property Pattern Food Worry.,200.5,True
1096,Charles Hoover,58,Other,charles.hoover@yahoo.com,6142939685,United States Of America,508,2020-06-29,2018-12-11,Electronics,324.76,65265.35,4.0,Yes,-,,True
1143,Not Provided,29,Male,Not Provided,19034944665,France,Not Provided,2021-11-23,,Toys,292.6,23986.73,4.0,No,-,150.0,False
1239,Not Provided,7,Female,ashlee@gmail.com,Not Provided,Not Provided,24718,2025-01-15,2021-03-11,Home And Garden,127.58,101293.17,,Yes,See Attached File!!!,100.0,True
1406,James Gonzalez,48,Male,james.gonzalez@gmail.com,7157660538,United Kingdom,Not Provided,2025-02-12,2018-02-17,Not Provided,496.39,39653.05,5.0,No,-,,True
1097,Not Provided,51,Not Provided,Not Provided,4773586629,South Africa,87096,2020-02-06,2024-12-11,Books,48.42,56941.55,5.0,Yes,See Attached File!!!,,False
1360,Not Provided,62,Male,brian@gmail.com,15233027642,Germany,3327,2022-10-07,2021-11-24,Books,345.17,37054.91,4.0,Yes,-,100.0,True
1122,Not Provided,17,Female,heather@hotmail.com,0506413836,United Kingdom,64992,2021-11-05,2023-09-30,Books,104.44,56204.6,2.0,Yes,-,,True
1183,Not Provided,81,Not Provided,patricia@gmail.com,4237333433,South Africa,27078,2019-06-04,2024-11-27,Not Provided,297.93,50092.24,4.0,Yes,Student Green Single Build Bad.,100.0,True
1202,Michele Weiss,,Female,michele.weiss@gmail.com,Not Provided,United Kingdom,13000,,2024-01-15,Home And Garden,162.29,53543.42,4.0,No,See Attached File!!!,,True
1246,Not Provided,88,Non-binary,david@yahoo.com,Not Provided,France,19013,2021-05-16,2024-03-29,Home & Garden,472.98,33445.1,3.0,No,-,,True
1482,Not Provided,19,Female,rachel@hotmail.com,Not Provided,United Kingdom,42754,2018-06-11,,Not Provided,396.96,13651.16,2.0,No,-,,True
1305,Lori Montgomery,18,Male,lori.montgomery@company.com,Not Provided,United States Of America,58453,2019-08-10,2018-08-10,Not Provided,19.94,5000000.0,4.0,Yes,-,,True
1361,Lauren Trujillo,53,Non-binary,lauren.trujillo@company.com,4729277423,United Kingdom,29092,2018-07-06,2024-05-01,Not Provided,304.46,56516.09,,No,-,150.0,True
1307,Not Provided,,Male,debra@gmail.com,1749075399,South Africa,94171,2019-11-07,2019-03-21,Electronics,85.57,,2.0,Yes,-,,True
1407,Kelly Figueroa,63,Other,kelly.figueroa@gmail.com,5529638639,South Africa,84968,2018-04-15,2019-04-01,Clothing,278.88,72446.41,5.0,No,-,,True
1290,Zachary Ho,85,Other,zachary.ho@gmail.com,Not Provided,United Kingdom,5847,2022-12-02,2022-02-04,Clothing,426.13,57614.81,,Not Provided,See Attached File!!!,,True
1125,Anna Garcia,,Male,anna.garcia@yahoo.com,Not Provided,Germany,18823,2019-09-27,2025-01-05,Books,393.1,61030.95,4.0,Yes,See Attached File!!!,100.0,True
1310,Dr. Charles Lawrence,41,Male,dr..charles.lawrence@yahoo.com,0443270185,United Kingdom,9356,2023-03-03,2022-12-16,Books,,15958.24,2.0,No,-,150.0,True
1223,Andrew Harris,35,Male,andrew.harris@company.com,1780782357,United Kingdom,96503,,2020-08-12,Toys,47.44,65300.95,4.0,Yes,-,,True
1440,Mr. Joshua Johnson Phd,,Not Provided,mr..joshua.johnson.phd@hotmail.com,Not Provided,United Kingdom,38498,2023-06-16,2019-10-17,Electronics,354.48,33647.59,4.0,Yes,-,150.0,True
1219,Mrs. Melissa Peck,28,Male,mrs..melissa.peck@hotmail.com,4695489952,United States Of America,81017,2022-10-02,2019-08-17,Toys,304.88,27446.61,2.0,Yes,See Attached File!!!,,True
1129,Not Provided,82,Male,wendy@hotmail.com,3965223955,United States Of America,Not Provided,2024-06-03,2020-05-10,Toys,75.52,77856.46,5.0,Yes,My Compare Also Argue Own After Long.,,True
1432,Not Provided,58,Not Provided,valerie@yahoo.com,1591497501,United Kingdom,97556,2023-12-21,2021-02-25,Electronics,53.05,52709.2,1.0,No,-,,True
1490,Haley Ellis,76,Male,haley.ellis@company.com,9389701550,United Kingdom,19735,2024-04-17,,Clothing,67.7,53746.42,5.0,Yes,-,,True
1336,Cristian Pruitt,84,Female,cristian.pruitt@gmail.com,6433481705,United States Of America,68465,2023-09-24,2024-04-21,Toys,153.94,,2.0,No,-,200.5,True
1388,Lindsey Thompson,9,Male,lindsey.thompson@company.com,8592624945,Germany,14122,2024-01-10,2018-04-08,Home And Garden,363.95,49226.83,4.0,Yes,-,,True
1297,Tracy Guzman,,Other,tracy.guzman@gmail.com,7499564122,United States Of America,2319,2018-09-07,2023-12-21,Home And Garden,198.17,,5.0,Yes,Power Job Personal So.,150.0,True
1365,Jenny Landry,61,Other,jenny.landry@yahoo.com,0340848729,South Africa,64784,2018-05-30,2021-01-03,Books,327.74,38490.06,1.0,No,See Attached File!!!,,True
1301,Heather Moore,,Male,heather.moore@gmail.com,8015619318,United States Of America,29873,2018-02-08,2018-12-15,Electronics,242.06,56396.04,,Yes,-,150.0,True
1294,Michael Moore,32,Non-binary,michael.moore@gmail.com,Not Provided,United States Of America,65423,,2020-02-27,Electronics,264.86,78263.28,,Yes,Picture Modern Fact Join Trade Local Chance.,,True
1377,Courtney Simmons,85,Male,courtney.simmons@yahoo.com,0860414545,Germany,937,2020-09-29,2023-10-05,Clothing,335.88,26850.72,2.0,Yes,-,100.0,True
1348,Not Provided,,Male,taylor@hotmail.com,2300857666,United Kingdom,97781,2024-08-17,2022-11-13,Electronics,476.47,56939.92,5.0,Yes,-,,True
1112,Not Provided,16,Not Provided,Not Provided,Not Provided,United States Of America,21208,2020-03-07,2022-08-20,Home & Garden,286.85,38954.45,4.0,No,-,100.0,False
1179,Eric Cooper,85,Male,eric.cooper@yahoo.com,6213721386,United States Of America,44860,2023-01-30,2020-04-22,Toys,471.95,74267.52,,Yes,See Attached File!!!,,True
1452,Lauren Cooper,12,Male,lauren.cooper@hotmail.com,Not Provided,United Kingdom,28664,2021-11-07,2021-10-31,Not Provided,409.05,,5.0,Yes,Store Allow Risk High Young Bad.,,True
1347,Scott Olson,67,Female,scott.olson@yahoo.com,5662776896,United Kingdom,20932,,2018-05-19,Electronics,,52397.14,4.0,Yes,See Attached File!!!,,True
1338,Michelle Evans,38,Female,michelle.evans@company.com,9263296762,Germany,92057,,,Clothing,,76975.54,3.0,Yes,Recently Reveal Describe Management.,,True
1497,Judith Sharp,12,Male,judith.sharp@yahoo.com,3273524103,United States Of America,76208,2023-06-29,,Home & Garden,377.9,34295.15,3.0,No,-,,True
1370,Not Provided,84,Female,shirley@hotmail.com,12901487068,United Kingdom,96288,2020-02-22,2020-03-13,Home & Garden,187.59,59873.74,4.0,Yes,Look Middle Your Thousand.,,True
1233,Toni Miller,68,Male,toni.miller@hotmail.com,18949058077,United States Of America,67696,,2021-03-25,Clothing,344.06,70179.38,4.0,Yes,-,200.5,True
1460,Not Provided,9,Not Provided,christopher@gmail.com,2415131528,South Africa,44454,2020-12-11,2022-06-05,Books,434.13,74431.42,2.0,No,-,200.5,True
1462,Dennis James,63,Female,dennis.james@gmail.com,9357824347,France,64755,2021-08-20,2021-10-04,Toys,385.32,82372.63,3.0,Yes,-,200.5,True
1164,Timothy Williams,78,Female,timothy.williams@yahoo.com,5909479851,United States Of America,93258,2023-11-16,2024-02-05,Electronics,,60009.86,3.0,No,-,200.5,True
1136,Derrick Brown,23,Not Provided,derrick.brown@gmail.com,1158693806,Germany,68996,2024-10-07,2022-11-03,Home And Garden,402.14,66737.14,5.0,No,See Attached File!!!,100.0,True
1197,Albert Vincent,43,Other,Not Provided,9351863878,France,20703,2020-04-28,2018-08-13,Electronics,235.35,33582.15,5.0,No,-,150.0,False
1258,Caitlyn Nichols,11,Male,caitlyn.nichols@hotmail.com,12222310592,France,58289,2022-10-12,2021-07-22,Toys,451.23,72048.67,2.0,No,-,,True
1232,Jonathan Simon,19,Not Provided,jonathan.simon@gmail.com,18468950097,Germany,Not Provided,2023-01-16,2022-05-24,Home And Garden,425.07,48694.62,4.0,Yes,Let Back Three Because Line.,100.0,True
1115,Not Provided,77,Male,brittany@gmail.com,6565234138,France,79275,2019-09-20,2019-02-18,Home And Garden,56.93,63081.02,2.0,Yes,-,,True
1120,Amanda Pratt,,Other,Not Provided,Not Provided,South Africa,94089,2024-04-22,2018-11-08,Not Provided,330.3,16624.58,3.0,Yes,-,150.0,False
1369,Deanna Parks,42,Female,deanna.parks@gmail.com,12226940539,South Africa,55321,2019-04-26,2023-04-28,Not Provided,477.9,38555.59,4.0,Yes,-,200.5,True
1224,Melissa Wheeler,8,Male,melissa.wheeler@yahoo.com,1570184094,United States Of America,Not Provided,2023-08-29,,Electronics,254.35,132054.63,2.0,Yes,-,,True
